link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],719,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.087,2400.000,0,,2400.000,0.087,65,1626686518.000,[],720,200.000,5,65,0.094,1626686518.000,0.920,0.933,0.935,0.145,71.458,0.184,0.060,0.182,0.258,0.007,0.000,0.060,0.000,0.235,0.392,0.553,0.000,0.000,0.079,1.190,0.006,0.027,0.904,0.001,0.017,0,1,1,0,1,0,0,1,1,0,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],721,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],722,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],723,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],724,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],725,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],726,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],727,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],729,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.184,1800.000,0,,1800.000,0.184,60,1626616333.000,[],730,200.000,4,60,0.184,1626616333.000,0.907,0.952,0.928,0.183,69.594,0.250,0.084,0.177,0.258,0.017,0.000,0.084,0.000,0.211,0.595,0.026,0.000,0.000,0.159,1.157,0.018,0.073,0.880,0.003,0.029,0,1,1,0,1,0,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],731,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],732,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.172,2400.000,0,,2400.000,0.172,60,1626616333.000,[],733,200.000,4,60,0.172,1626616333.000,0.907,0.952,0.928,0.183,69.594,0.250,0.084,0.177,0.258,0.017,0.000,0.084,0.000,0.211,0.595,0.000,0.000,0.000,0.148,1.162,0.017,0.068,0.880,0.003,0.028,1,0,1,0,1,0,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],734,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.079,2400.000,0,,2400.000,0.079,60,1626616333.000,[],735,200.000,4,60,0.079,1626616333.000,0.907,0.952,0.928,0.183,69.594,0.250,0.084,0.177,0.258,0.017,0.000,0.084,0.000,0.211,0.595,0.684,0.000,0.000,0.068,1.162,0.008,0.031,0.880,0.001,0.013,0,1,1,0,1,0,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],736,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],737,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],738,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],739,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.170,2400.000,1,2159.000,2400.000,0.170,60,1626717481.000,[602530],740,200.000,2,60,0.170,1626717481.000,0.822,0.907,0.886,0.132,65.244,0.230,0.080,0.151,0.000,0.011,0.000,0.080,0.000,0.211,0.595,0.000,0.000,0.444,0.156,1.090,0.017,0.062,0.881,0.003,0.027,1,0,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],741,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.183,1800.000,0,,1800.000,0.183,60,1626749030.000,[],742,200.000,1,60,0.183,1626749030.000,0.994,0.996,0.983,0.472,75.186,0.183,0.056,0.177,0.515,0.023,0.000,0.056,0.000,0.211,0.595,0.000,0.000,0.222,0.146,1.253,0.011,0.053,0.891,0.003,0.029,1,0,1,0,0,1,1,0,1,0,1,0
LWRLK,0.150,4.000,0.205,2400.000,0,,2400.000,0.205,60,1626749030.000,[],743,200.000,2,60,0.205,1626749030.000,0.994,0.996,0.983,0.472,75.186,0.183,0.056,0.177,0.515,0.023,0.000,0.056,0.000,0.211,0.595,0.000,0.000,0.000,0.164,1.250,0.013,0.059,0.891,0.003,0.033,1,0,1,0,1,0,1,0,1,0,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],744,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],745,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],746,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],747,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],748,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],749,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],750,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],751,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],752,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],753,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],754,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],755,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],757,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],758,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],759,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],760,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],761,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],762,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],763,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],764,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],765,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.219,1800.000,0,,1800.000,0.219,40,1626662595.000,[],766,200.000,1,40,0.146,1626662595.000,0.739,0.791,0.816,0.186,62.137,0.297,0.113,0.206,0.515,0.019,0.000,0.113,0.000,0.123,0.377,0.000,0.000,0.111,0.141,1.035,0.022,0.069,0.931,0.003,0.014,1,0,1,0,0,1,1,0,0,1,1,0
LWRLK,0.150,4.000,0.082,1800.000,0,,1800.000,0.082,60,1626662595.000,[],767,200.000,2,60,0.082,1626662595.000,0.739,0.791,0.816,0.186,62.137,0.297,0.113,0.206,0.515,0.019,0.000,0.113,0.000,0.123,0.377,0.000,0.000,0.111,0.079,1.038,0.012,0.038,0.931,0.002,0.008,1,0,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],768,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],769,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],770,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],771,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],773,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],774,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],775,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],776,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],777,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],778,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],779,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],780,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],781,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],782,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],783,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.122,2400.000,0,,2400.000,0.122,60,1626612841.000,[],784,200.000,2,60,0.122,1626612841.000,0.909,0.954,0.957,0.294,70.215,0.205,0.066,0.116,0.000,0.019,0.000,0.066,0.000,0.182,0.556,0.053,0.000,0.111,0.104,1.173,0.009,0.039,0.905,0.002,0.017,0,1,1,0,0,1,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],785,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.170,2400.000,0,,2400.000,0.170,65,1626655861.000,[],786,200.000,4,65,0.184,1626655861.000,0.953,0.968,0.978,0.214,71.458,0.124,0.038,0.078,0.515,0.006,0.000,0.038,0.000,0.182,0.556,0.026,0.000,0.000,0.154,1.195,0.008,0.036,0.911,0.003,0.025,0,1,1,0,1,0,1,0,1,0,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],787,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],788,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],789,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],790,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],791,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.103,2400.000,0,,2400.000,0.103,65,1626662911.000,[],792,200.000,5,65,0.112,1626662911.000,0.957,0.950,0.945,0.211,73.322,0.196,0.064,0.189,0.515,0.011,0.000,0.064,0.000,0.174,0.339,0.000,0.000,0.000,0.092,1.217,0.008,0.035,0.898,0.002,0.015,1,0,1,0,1,0,1,0,0,1,1,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],793,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],794,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
DMOLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],795,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
