link_type,alpha,beta,tf,k,observed,counts,capacity [veh],tt_ff [min],speed_ff[mi/hr],inrix_id,pems_ids,id,rhoj,lane,ff_speed,length,inrix_id.1,speed_avg,speed_ref_avg,speed_hist_avg,tt_avg,speed_max,speed_sd,speed_cv,speed_hist_sd,speed_ref_sd,tt_sd,tt_var,tt_cv,road_closures,median_inc,median_age,incidents,bus_stops,intersections,tf_inrix,free_flow_speed,tt_sd_adj,speed_sd_length,speed_reliability,tt_avg_adj,median_inc_length,no_incidents,incident,no_bus_stops,bus_stop,no_intersections,intersection,low_inc,high_inc,reliable_tt,unreliable_tt,reliable_speed,unreliable_speed
LWRLK,0.150,4.000,0.209,1800.000,0,,1800.000,0.209,40,1626728177.000,[],39,200.000,3,40,0.140,1626728177.000,0.182,0.361,0.293,0.540,26.098,0.351,0.368,0.273,0.000,0.241,0.058,0.368,0.000,0.319,0.439,0.026,0.000,0.111,0.321,0.436,0.161,0.078,0.733,0.011,0.034,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.216,1800.000,0,,1800.000,0.216,40,1626698650.000,[],1290,200.000,2,40,0.144,1626698650.000,0.207,0.294,0.209,0.487,26.098,0.325,0.479,0.130,0.258,0.231,0.054,0.479,0.000,0.319,0.439,0.000,0.000,0.222,0.331,0.435,0.216,0.074,0.640,0.010,0.035,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.268,1800.000,0,,1800.000,0.268,40,441679103.000,[],40,200.000,2,40,0.179,441679103.000,0.374,0.390,0.328,0.374,35.418,0.365,0.342,0.241,1.031,0.099,0.010,0.342,0.000,0.580,0.518,0.000,0.000,0.000,0.303,0.591,0.142,0.103,0.759,0.007,0.079,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.223,1800.000,0,,1800.000,0.223,40,441679106.000,[],42,200.000,2,40,0.149,441679106.000,0.325,0.294,0.209,0.178,34.175,0.399,0.588,0.130,0.258,0.063,0.004,0.588,0.000,0.580,0.518,0.000,0.000,0.000,0.261,0.571,0.210,0.094,0.640,0.006,0.066,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.438,1800.000,0,,1800.000,0.438,40,1626687882.000,[],1954,200.000,2,40,0.292,1626687882.000,0.420,0.459,0.311,0.493,36.661,0.332,0.328,0.354,0.515,0.114,0.013,0.328,0.000,0.580,0.518,0.000,0.000,0.556,0.478,0.611,0.214,0.153,0.612,0.010,0.129,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.206,1800.000,0,,1800.000,0.206,40,1626631223.000,[],38,180.000,2,40,0.137,1626631223.000,0.561,0.611,0.587,0.215,41.010,0.133,0.069,0.082,0.000,0.015,0.000,0.069,0.000,0.575,0.521,0.000,0.000,0.000,0.200,0.685,0.019,0.029,0.867,0.003,0.060,1,0,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.118,1800.000,0,,1800.000,0.118,40,400072808.000,[],1646,200.000,5,40,0.078,400072808.000,0.188,0.463,0.429,0.333,46.603,0.479,0.344,0.168,0.000,0.173,0.030,0.344,0.000,0.575,0.521,0.000,0.000,0.111,0.101,0.772,0.047,0.059,0.836,0.006,0.034,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.183,1800.000,0,,1800.000,0.183,45,441679177.000,[],1619,200.000,5,45,0.137,441679177.000,0.332,0.438,0.324,0.405,37.282,0.346,0.330,0.070,0.773,0.103,0.011,0.330,0.000,0.575,0.521,0.000,0.000,0.111,0.220,0.623,0.099,0.075,0.666,0.006,0.060,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.134,1800.000,0,,1800.000,0.134,40,449897473.000,[],1649,200.000,5,40,0.089,449897473.000,0.274,0.391,0.367,0.645,39.146,0.508,0.426,0.094,0.258,0.341,0.116,0.426,0.000,0.575,0.521,0.000,0.000,0.111,0.136,0.654,0.079,0.071,0.846,0.005,0.039,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.163,1800.000,0,,1800.000,0.163,50,441450989.000,[],1653,200.000,6,50,0.136,441450989.000,0.435,0.531,0.374,0.564,39.146,0.369,0.304,0.243,0.773,0.149,0.023,0.304,0.000,0.575,0.521,0.000,0.000,0.111,0.208,0.654,0.086,0.079,0.636,0.004,0.059,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.206,1800.000,0,,1800.000,0.206,40,400072808.000,[],41,180.000,2,40,0.137,400072808.000,0.188,0.463,0.429,0.333,46.603,0.479,0.344,0.168,0.000,0.173,0.030,0.344,0.000,0.575,0.521,0.000,0.000,0.000,0.176,0.778,0.083,0.104,0.836,0.010,0.060,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.118,1800.000,0,,1800.000,0.118,40,400072807.000,[],1625,200.000,2,40,0.078,400072807.000,0.276,0.391,0.367,0.123,38.525,0.595,0.499,0.094,0.258,0.080,0.006,0.499,0.000,0.575,0.521,0.000,0.000,0.111,0.122,0.639,0.083,0.073,0.846,0.004,0.034,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.200,1800.000,1,1926.500,1800.000,0.200,50,,"[601217, 601219]",43,180.000,1,50,0.167,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.810,0.471,0.000,0.000,0.000,0.200,0.835,0.000,0.000,0.000,0.095,0.103,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.068,1800.000,0,,1800.000,0.068,40,429471495.000,[],44,200.000,3,40,0.045,429471495.000,0.240,0.459,0.352,0.117,27.340,0.338,0.295,0.106,0.515,0.038,0.001,0.295,0.000,0.393,0.502,0.000,0.000,0.111,0.099,0.455,0.040,0.024,0.693,0.003,0.013,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.068,1800.000,0,,1800.000,0.068,40,429471496.000,[],90,200.000,3,40,0.045,429471496.000,0.248,0.392,0.272,0.149,28.583,0.406,0.461,0.146,0.773,0.087,0.008,0.461,0.000,0.267,0.405,0.026,0.000,0.222,0.094,0.479,0.059,0.029,0.625,0.003,0.009,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.053,1800.000,0,,1800.000,0.053,40,1626648707.000,[],45,200.000,3,40,0.036,1626648707.000,0.236,0.379,0.274,0.256,24.855,0.330,0.370,0.129,1.289,0.097,0.010,0.370,0.000,0.393,0.502,0.211,0.000,0.778,0.086,0.419,0.043,0.019,0.652,0.002,0.011,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.305,1800.000,0,,1800.000,0.305,50,1626644298.000,[],46,180.000,1,50,0.254,1626644298.000,0.294,0.397,0.420,0.527,55.302,0.766,0.561,1.000,3.350,0.343,0.118,0.561,0.000,0.214,0.697,0.079,0.000,0.000,0.276,0.920,0.211,0.307,0.956,0.012,0.041,0,1,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.320,2400.000,0,,2400.000,0.320,65,1626686788.000,[],373,200.000,3,65,0.347,1626686788.000,0.980,0.960,0.932,0.122,73.322,0.153,0.051,0.196,0.773,0.009,0.000,0.051,0.000,0.214,0.697,0.079,0.000,0.000,0.284,1.222,0.020,0.084,0.877,0.005,0.056,0,1,1,0,1,0,0,1,1,0,1,0
LWRLK,0.150,4.000,0.253,1800.000,0,,1800.000,0.253,45,,[],47,180.000,1,45,0.190,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.214,0.697,0.000,0.000,0.000,0.253,0.751,0.000,0.000,0.000,0.120,0.031,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.173,2400.000,1,4807.000,2400.000,0.173,60,1626616333.000,[601411],48,200.000,3,60,0.173,1626616333.000,0.907,0.952,0.928,0.183,69.594,0.250,0.084,0.177,0.258,0.017,0.000,0.084,0.000,0.343,0.453,0.026,0.000,0.000,0.149,1.161,0.017,0.068,0.880,0.003,0.045,0,1,1,0,1,0,0,1,0,1,1,0
LWRLK,0.150,4.000,0.135,1800.000,0,,1800.000,0.135,45,,[],337,200.000,1,45,0.101,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.595,0.000,0.000,0.000,0.135,0.748,0.000,0.000,0.000,0.064,0.016,1,0,1,0,1,0,1,0,1,0,0,1
LWRLK,0.150,4.000,0.397,1800.000,1,1330.000,1800.000,0.397,45,170160930.000,"[601218, 602218]",49,180.000,1,45,0.298,170160930.000,0.573,0.687,0.652,0.226,54.059,0.406,0.191,0.309,3.350,0.045,0.002,0.191,0.000,0.319,0.439,0.000,0.000,0.111,0.331,0.900,0.086,0.191,0.857,0.007,0.072,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.146,1800.000,0,,1800.000,0.146,25,,[],50,180.000,1,25,0.061,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.338,0.435,0.000,0.000,0.111,0.146,0.418,0.000,0.000,0.000,0.069,0.016,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.227,1800.000,0,,1800.000,0.227,25,449891953.000,[],2801,200.000,1,25,0.095,449891953.000,0.249,0.350,0.238,0.918,26.098,0.298,0.386,0.070,0.258,0.317,0.101,0.386,0.000,0.338,0.435,0.000,0.000,0.111,0.218,0.436,0.115,0.045,0.613,0.005,0.024,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.128,1800.000,0,,1800.000,0.128,45,1626721540.000,[],2808,200.000,3,45,0.096,1626721540.000,0.308,0.370,0.258,0.722,37.282,0.344,0.410,0.097,0.000,0.202,0.041,0.410,0.000,0.338,0.435,0.000,0.000,0.111,0.155,0.619,0.087,0.052,0.629,0.004,0.025,1,0,1,0,0,1,0,1,0,1,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],143,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.240,1800.000,0,,1800.000,0.240,40,,[],52,180.000,2,40,0.160,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.319,0.439,0.000,0.000,0.000,0.240,0.667,0.000,0.000,0.000,0.114,0.039,1,0,1,0,1,0,0,1,1,0,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],53,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.238,2400.000,0,,2400.000,0.238,65,1626686518.000,[],54,200.000,4,65,0.258,1626686518.000,0.920,0.933,0.935,0.145,71.458,0.184,0.060,0.182,0.258,0.007,0.000,0.060,0.000,0.235,0.392,0.079,0.000,0.000,0.217,1.189,0.018,0.075,0.904,0.004,0.046,0,1,1,0,1,0,0,1,1,0,1,0
LWRLK,0.150,4.000,0.240,1800.000,0,,1800.000,0.240,45,1626615706.000,[],55,200.000,3,45,0.180,1626615706.000,0.361,0.402,0.357,0.155,32.311,0.212,0.182,0.085,0.515,0.024,0.001,0.182,0.000,0.575,0.521,0.000,0.000,0.556,0.334,0.539,0.083,0.060,0.801,0.007,0.079,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.169,1800.000,0,,1800.000,0.169,45,429471467.000,[],58,200.000,3,45,0.127,429471467.000,0.215,0.438,0.324,0.052,24.233,0.348,0.332,0.070,0.773,0.027,0.001,0.332,0.000,0.575,0.521,0.000,0.000,0.222,0.314,0.404,0.142,0.070,0.666,0.008,0.055,1,0,1,0,0,1,0,1,0,1,0,1
DMDLK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],56,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.159,1800.000,0,,1800.000,0.159,40,,[],57,180.000,1,40,0.106,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.405,0.000,0.000,0.000,0.159,0.667,0.000,0.000,0.000,0.075,0.021,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.175,1800.000,1,1698.000,1800.000,0.175,50,1626691238.000,"[601417, 602417]",59,180.000,1,50,0.145,1626691238.000,0.407,0.465,0.455,0.292,37.282,0.486,0.330,0.292,0.258,0.169,0.029,0.330,0.000,0.319,0.439,0.000,0.000,0.000,0.234,0.620,0.105,0.111,0.883,0.005,0.035,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.073,1800.000,0,,1800.000,0.073,45,400074037.000,[],60,180.000,1,45,0.055,400074037.000,0.242,0.399,0.227,0.093,31.069,0.602,0.816,0.433,1.289,0.046,0.002,0.816,0.000,0.179,0.444,0.000,0.000,0.000,0.105,0.524,0.117,0.052,0.514,0.003,0.007,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.236,2400.000,0,,2400.000,0.236,65,400421597.000,[],78,200.000,3,65,0.256,400421597.000,0.955,0.950,0.942,0.054,72.700,0.179,0.058,0.149,0.515,0.006,0.000,0.058,0.000,0.179,0.444,0.000,0.000,0.000,0.211,1.213,0.017,0.072,0.896,0.004,0.035,1,0,1,0,1,0,1,0,1,0,1,0
LWRLK,0.150,4.000,0.310,1800.000,0,,1800.000,0.310,45,1626744834.000,[],61,180.000,2,45,0.232,1626744834.000,0.544,0.683,0.605,0.187,54.059,0.592,0.302,0.924,6.185,0.069,0.005,0.302,0.000,0.267,0.405,0.000,0.000,0.000,0.258,0.899,0.107,0.217,0.799,0.006,0.047,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.215,1800.000,0,,1800.000,0.215,45,1626661395.000,[],62,180.000,2,45,0.161,1626661395.000,0.360,0.519,0.415,0.508,41.010,0.603,0.446,0.188,1.289,0.318,0.101,0.446,0.000,0.267,0.405,0.000,0.000,0.000,0.236,0.682,0.144,0.153,0.722,0.006,0.033,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.128,1800.000,0,,1800.000,0.128,40,1626738113.000,[],63,200.000,3,40,0.085,1626738113.000,0.231,0.318,0.246,0.434,33.554,0.492,0.614,0.096,0.773,0.251,0.062,0.614,0.000,0.150,0.371,0.000,0.000,0.333,0.152,0.559,0.127,0.066,0.699,0.005,0.010,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.071,1800.000,0,,1800.000,0.071,35,,[],1071,200.000,2,35,0.042,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.595,0.000,0.000,0.000,0.071,0.592,0.000,0.000,0.000,0.034,0.007,1,0,1,0,1,0,1,0,1,0,0,1
LWRLK,0.150,4.000,0.192,1800.000,0,,1800.000,0.192,40,1626645082.000,[],1553,200.000,3,40,0.128,1626645082.000,0.199,0.322,0.238,0.472,25.476,0.326,0.423,0.119,0.258,0.200,0.040,0.423,0.000,0.211,0.595,0.000,0.000,0.000,0.302,0.424,0.174,0.066,0.666,0.009,0.020,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.160,1800.000,0,,1800.000,0.160,40,429471483.000,[],64,200.000,3,40,0.106,429471483.000,0.225,0.324,0.234,0.323,33.554,0.451,0.594,0.118,0.000,0.161,0.026,0.594,0.000,0.394,0.448,0.000,0.250,0.333,0.190,0.558,0.154,0.076,0.651,0.007,0.032,1,0,0,1,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.111,1800.000,0,,1800.000,0.111,40,1626690284.000,[],554,200.000,3,40,0.074,1626690284.000,0.233,0.324,0.260,0.631,26.719,0.322,0.383,0.091,0.000,0.222,0.049,0.383,0.000,0.136,0.709,0.000,0.000,0.111,0.166,0.446,0.087,0.038,0.723,0.004,0.008,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.112,1800.000,0,,1800.000,0.112,35,1626763468.000,[],1207,200.000,3,35,0.065,1626763468.000,0.352,0.463,0.401,0.219,55.923,0.804,0.617,0.334,0.000,0.163,0.027,0.617,0.000,0.360,0.509,0.000,0.000,0.111,0.070,0.929,0.059,0.083,0.782,0.003,0.018,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.188,1800.000,0,,1800.000,0.188,50,,[],65,180.000,1,50,0.157,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.405,0.000,0.000,0.000,0.188,0.835,0.000,0.000,0.000,0.089,0.032,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.250,1800.000,0,,1800.000,0.250,40,400073693.000,[],66,200.000,2,40,0.167,400073693.000,0.216,0.322,0.238,0.016,34.175,0.465,0.601,0.119,0.258,0.009,0.000,0.601,0.000,0.343,0.453,0.000,0.000,0.556,0.293,0.570,0.240,0.123,0.666,0.011,0.044,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.192,1800.000,0,,1800.000,0.192,40,1626738113.000,[],68,200.000,2,40,0.128,1626738113.000,0.231,0.318,0.246,0.434,33.554,0.492,0.614,0.096,0.773,0.251,0.062,0.614,0.000,0.211,0.595,0.000,0.000,0.000,0.229,0.559,0.192,0.099,0.699,0.008,0.020,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.223,1800.000,0,,1800.000,0.223,40,1626645082.000,[],74,200.000,3,40,0.149,1626645082.000,0.199,0.322,0.238,0.472,25.476,0.326,0.423,0.119,0.258,0.200,0.040,0.423,0.000,0.211,0.595,0.026,0.000,0.111,0.350,0.426,0.202,0.077,0.666,0.011,0.024,0,1,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.264,1800.000,1,2179.500,1800.000,0.264,35,1626707326.000,"[601213, 602213]",69,200.000,1,35,0.154,1626707326.000,0.352,0.653,0.447,0.473,42.253,0.550,0.379,0.472,0.515,0.163,0.027,0.379,0.000,0.150,0.371,0.000,0.000,0.111,0.219,0.703,0.113,0.134,0.617,0.006,0.018,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.170,1800.000,0,,1800.000,0.170,50,,[],67,180.000,1,50,0.142,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.393,0.502,0.000,0.000,0.111,0.170,0.835,0.000,0.000,0.000,0.080,0.042,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.377,1800.000,0,,1800.000,0.377,45,,[],70,180.000,2,45,0.283,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.393,0.502,0.000,0.000,0.000,0.377,0.751,0.000,0.000,0.000,0.178,0.084,1,0,1,0,1,0,0,1,1,0,0,1
PQULK,0.150,4.000,0.000,4990000128.000,0,,inf,0.000,99999,,[],71,99999.000,1,99999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0
LWRLK,0.150,4.000,0.486,1800.000,0,,1800.000,0.486,40,449891975.000,[],1081,200.000,2,40,0.324,449891975.000,0.439,0.435,0.398,0.633,39.146,0.328,0.253,0.103,0.000,0.126,0.016,0.253,0.000,0.206,0.323,0.000,0.000,0.000,0.497,0.652,0.172,0.168,0.826,0.010,0.051,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.617,1800.000,0,,1800.000,0.617,40,,[],72,200.000,2,40,0.411,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.685,0.000,0.000,0.000,0.617,0.666,0.000,0.000,0.000,0.292,0.046,1,0,1,0,1,0,1,0,1,0,0,1
LWRLK,0.150,4.000,0.521,1800.000,0,,1800.000,0.521,40,1626659782.000,[],75,200.000,2,40,0.347,1626659782.000,0.327,0.417,0.353,0.881,33.554,0.391,0.341,0.095,0.000,0.282,0.079,0.341,0.000,0.206,0.323,0.000,0.000,0.000,0.621,0.559,0.289,0.214,0.764,0.015,0.054,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.186,1800.000,0,,1800.000,0.186,40,449891975.000,[],77,200.000,2,40,0.124,449891975.000,0.439,0.435,0.398,0.633,39.146,0.328,0.253,0.103,0.000,0.126,0.016,0.253,0.000,0.206,0.323,0.000,0.000,0.111,0.190,0.653,0.066,0.064,0.826,0.004,0.019,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.486,1800.000,0,,1800.000,0.486,40,449891993.000,[],2418,200.000,2,40,0.324,449891993.000,0.366,0.440,0.366,0.771,36.661,0.389,0.326,0.141,0.515,0.222,0.049,0.326,0.000,0.206,0.323,0.000,0.000,0.000,0.531,0.610,0.236,0.199,0.751,0.012,0.051,1,0,1,0,1,0,1,0,0,1,0,1
LWRLK,0.150,4.000,0.369,1800.000,0,,1800.000,0.369,35,,[],73,180.000,1,35,0.215,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.405,0.000,0.000,0.000,0.369,0.583,0.000,0.000,0.000,0.175,0.044,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.030,1800.000,0,,1800.000,0.030,40,,[],76,180.000,1,40,0.020,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.393,0.502,0.000,0.000,0.000,0.030,0.667,0.000,0.000,0.000,0.014,0.006,1,0,1,0,1,0,0,1,1,0,0,1
LWRLK,0.150,4.000,0.122,1800.000,1,2332.500,1800.000,0.122,50,1626664336.000,"[601414, 602414]",79,180.000,1,50,0.102,1626664336.000,0.213,0.295,0.222,0.429,25.476,0.331,0.459,0.227,1.031,0.147,0.021,0.459,0.000,0.360,0.509,0.000,0.000,0.111,0.240,0.425,0.150,0.053,0.677,0.007,0.028,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.168,1800.000,0,,1800.000,0.168,50,1626717233.000,[],80,180.000,1,50,0.140,1626717233.000,0.754,0.706,0.644,0.188,60.273,0.754,0.361,0.222,0.258,0.083,0.006,0.361,0.000,0.179,0.444,0.000,0.000,0.111,0.140,1.000,0.069,0.167,0.824,0.003,0.019,1,0,1,0,0,1,1,0,0,1,0,1
LWRLK,0.150,4.000,0.172,2000.000,0,,2000.000,0.172,50,429471501.000,[],81,180.000,1,50,0.143,429471501.000,0.256,0.421,0.252,0.248,34.797,0.467,0.572,0.190,0.515,0.127,0.016,0.572,0.000,0.214,0.697,0.026,0.000,0.111,0.247,0.579,0.193,0.105,0.540,0.008,0.023,0,1,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.131,2400.000,0,,2400.000,0.131,65,1626686788.000,[],683,200.000,3,65,0.142,1626686788.000,0.980,0.960,0.932,0.122,73.322,0.153,0.051,0.196,0.773,0.009,0.000,0.051,0.000,0.214,0.697,0.079,0.000,0.000,0.116,1.224,0.008,0.034,0.877,0.002,0.023,0,1,1,0,1,0,0,1,1,0,1,0
LWRLK,0.150,4.000,0.130,1800.000,0,,1800.000,0.130,50,429471499.000,[],270,200.000,3,50,0.109,429471499.000,0.263,0.491,0.355,0.080,29.826,0.301,0.262,0.096,0.000,0.026,0.001,0.262,0.000,0.214,0.697,0.000,0.000,0.333,0.219,0.498,0.078,0.052,0.653,0.006,0.018,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.435,1800.000,0,,1800.000,0.435,35,1626650773.000,[],82,200.000,2,35,0.254,1626650773.000,0.444,0.541,0.481,0.191,36.040,0.282,0.180,0.136,0.515,0.044,0.002,0.180,0.000,0.214,0.697,0.000,0.000,0.111,0.423,0.600,0.104,0.113,0.802,0.008,0.041,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.126,1800.000,0,,1800.000,0.126,50,171130911.000,[],262,200.000,4,50,0.105,171130911.000,0.191,0.213,0.178,0.509,16.777,0.164,0.284,0.098,0.000,0.162,0.026,0.284,0.000,0.214,0.697,0.000,0.000,0.111,0.375,0.280,0.145,0.027,0.756,0.008,0.017,1,0,1,0,0,1,0,1,0,1,1,0
LWRLK,0.150,4.000,0.234,1800.000,1,2364.500,1800.000,0.234,40,,"[601413, 602413]",83,180.000,1,40,0.156,,0.349,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.368,0.388,0.000,0.000,0.222,0.234,0.667,0.000,0.000,0.000,0.111,0.044,1,0,1,0,0,1,0,1,1,0,0,1
LWRLK,0.150,4.000,0.167,1800.000,0,,1800.000,0.167,40,449892031.000,[],84,200.000,4,40,0.111,449892031.000,0.242,0.361,0.293,0.307,29.204,0.358,0.377,0.273,0.000,0.125,0.016,0.377,0.000,0.267,0.405,0.026,0.000,0.000,0.228,0.487,0.117,0.063,0.733,0.006,0.022,0,1,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.073,1800.000,0,,1800.000,0.073,40,449891941.000,[],1930,200.000,4,40,0.048,449891941.000,0.207,0.294,0.209,0.298,22.991,0.320,0.474,0.130,0.258,0.116,0.014,0.474,0.000,0.267,0.405,0.000,0.000,0.111,0.126,0.381,0.081,0.024,0.640,0.003,0.010,1,0,1,0,0,1,0,1,0,1,0,1
LWRLK,0.150,4.000,0.131,1800.000,0,,1800.000,0.131,25,449892032.000,[],1969,200.000,1,25,0.054,449892032.000,0.184,0.361,0.293,0.342,29.204,0.361,0.379,0.273,0.000,0.149,0.023,0.379,0.000,0.319,0.439,0.000,0.000,0.000,0.112,0.482,0.058,0.031,0.733,0.004,0.013,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.068,1800.000,0,,1800.000,0.068,25,449891941.000,[],1970,200.000,2,25,0.028,449891941.000,0.207,0.294,0.209,0.298,22.991,0.320,0.474,0.130,0.258,0.116,0.014,0.474,0.000,0.267,0.405,0.000,0.000,0.000,0.074,0.378,0.048,0.014,0.640,0.002,0.006,1,0,1,0,1,0,0,1,0,1,0,1
LWRLK,0.150,4.000,0.151,1800.000,0,,1800.000,0.151,40,449891942.000,[],85,200.000,3,40,0.100,449891942.000,0.176,0.294,0.209,0.443,26.719,0.345,0.508,0.130,0.258,0.260,0.068,0.508,0.000,0.267,0.405,0.053,0.000,0.111,0.226,0.442,0.157,0.054,0.640,0.008,0.020,0,1,1,0,0,1,0,1,0,1,0,1
