key,tt_sd,speed_ref_avg,speed_avg,speed_sd,tt_var,tt_cv,incidents,bus_stops,median_inc,median_age,intersections,tt_avg,speed_ref_sd,tt_sd_adj,speed_hist_sd,speed_hist_avg,road_closures,speed_cv,tf
"(1386, 1651, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,61.250,50.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1385, 1650, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1383, 1649, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,56.987,30.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(211, 135, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.213,0.000,0,0.000,25.000,0.000,0.000,0.213
"(212, 266, '0')",0.074,60.894,61.030,5.692,0.005,0.144,2,0,24.432,39.300,10,0.512,0.000,0,7.551,58.059,0.000,0.093,0.589
"(1376, 1648, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1375, 1647, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,56.987,30.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(214, 151, '0')",0.019,65.244,67.082,2.274,0.000,0.035,1,0,36.974,29.000,1,0.528,0.000,0,3.114,63.865,0.000,0.034,0.361
"(1361, 1646, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(215, 239, '0')",0.010,65.865,66.752,2.558,0.000,0.052,2,0,30.907,26.700,0,0.186,0.000,0,4.803,63.270,0.000,0.038,0.237
"(537, 239, '0')",0.010,65.865,66.752,2.558,0.000,0.052,2,0,45.536,33.100,0,0.186,0.000,0,4.803,63.270,0.000,0.038,0.068
"(216, 677, '0')",0.042,41.010,44.370,5.254,0.002,0.123,0,0,24.821,46.000,0,0.338,0.000,0,5.284,38.758,0.000,0.118,0.321
"(238, 677, '0')",0.029,65.244,65.367,2.659,0.001,0.044,0,0,24.821,46.000,2,0.668,0.000,0,3.734,64.047,0.000,0.041,0.190
"(1349, 1645, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(217, 528, '0')",0.014,65.865,67.496,1.911,0.000,0.030,1,0,30.907,26.700,1,0.466,0.000,0,4.234,63.820,0.000,0.028,0.425
"(1348, 1644, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(218, 1264, '0')",0.182,26.098,26.654,4.082,0.033,0.160,0,0,36.974,29.000,3,1.142,0.000,0,3.412,25.230,0.000,0.153,0.267
"(218, 74, '0')",0.045,24.855,25.263,3.719,0.002,0.152,0,0,54.944,33.800,2,0.296,0.000,0,4.241,22.531,0.000,0.147,0.171
"(845, 74, '0')",0.105,32.933,30.674,4.424,0.011,0.142,1,0,54.944,33.800,5,0.739,0.000,0,3.347,31.619,0.000,0.144,0.435
"(218, 844, '0')",0.094,29.204,27.806,4.766,0.009,0.175,0,1,30.907,26.700,2,0.537,0.000,0,4.341,27.392,0.000,0.171,0.453
"(218, 839, '0')",0.074,19.884,20.466,4.867,0.005,0.228,0,0,30.907,26.700,3,0.323,0.000,0,2.991,17.987,0.000,0.238,0.191
"(840, 839, '0')",0.040,24.855,25.263,3.719,0.002,0.156,0,0,30.907,26.700,3,0.254,0.000,0,4.241,22.531,0.000,0.147,0.073
"(1347, 1643, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1346, 1642, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.821,46.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1344, 1641, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,56.987,30.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(219, 47, '0')",0.027,65.244,65.742,2.187,0.001,0.036,0,1,39.191,28.700,3,0.757,0.000,0,2.670,63.451,0.000,0.033,0.100
"(1331, 1640, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(221, 1306, '0')",0.071,29.826,31.560,4.523,0.005,0.146,0,2,30.907,26.700,3,0.491,0.000,0,4.448,27.929,0.000,0.143,0.096
"(616, 1306, '0')",0.103,21.748,24.434,7.713,0.011,0.288,0,1,30.907,26.700,3,0.359,0.000,0,4.042,20.091,0.000,0.316,0.000
"(221, 905, '0')",0.049,24.855,26.712,4.690,0.002,0.164,0,0,64.773,40.400,3,0.302,0.000,0,3.205,24.745,0.000,0.176,0.426
"(221, 16, '0')",0.127,25.476,27.470,6.721,0.016,0.219,0,2,64.773,40.400,3,0.579,0.000,0,3.739,23.360,0.000,0.245,0.188
"(895, 16, '0')",0.071,29.826,31.560,4.523,0.005,0.146,0,2,64.773,40.400,3,0.491,0.000,0,4.448,27.929,0.000,0.143,0.596
"(221, 1350, '0')",0.020,26.098,26.784,4.771,0.000,0.160,0,0,64.773,40.400,2,0.128,0.000,0,3.932,25.075,0.000,0.178,0.243
"(1330, 1639, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1329, 1638, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1323, 1637, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1322, 1636, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.681,36.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(223, 934, '0')",0.068,27.962,28.272,3.524,0.005,0.125,0,1,44.531,29.100,2,0.540,0.000,0,3.317,25.819,0.000,0.125,0.445
"(223, 901, '0')",0.131,22.991,22.557,4.420,0.017,0.188,0,1,44.531,29.100,3,0.696,0.000,0,3.273,20.816,0.000,0.196,0.167
"(1363, 901, '0')",0.095,24.855,24.279,3.579,0.009,0.151,0,1,37.414,17.500,3,0.629,0.000,0,3.066,23.088,0.000,0.147,0.071
"(629, 901, '0')",0.095,24.855,24.279,3.579,0.009,0.151,0,1,37.414,17.500,3,0.629,0.000,0,3.066,23.088,0.000,0.147,0.000
"(223, 1335, '0')",0.003,29.204,28.408,4.754,0.000,0.133,0,0,66.344,36.700,1,0.021,0.000,0,3.326,27.612,0.000,0.167,0.196
"(1321, 1635, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(224, 941, '0')",0.062,31.069,31.515,4.704,0.004,0.147,0,2,41.563,30.700,4,0.422,0.000,0,3.418,28.874,0.000,0.149,1.041
"(271, 941, '0')",0.144,31.069,31.127,4.613,0.021,0.148,0,4,45.917,50.500,3,0.974,0.000,0,3.719,29.276,0.000,0.148,0.000
"(225, 1364, '0')",0.095,24.855,24.279,3.579,0.009,0.151,0,1,15.738,46.800,3,0.629,0.000,0,3.066,23.088,0.000,0.147,0.104
"(1360, 1364, '0')",0.131,22.991,22.557,4.420,0.017,0.188,0,1,15.738,46.800,3,0.696,0.000,0,3.273,20.816,0.000,0.196,0.104
"(141, 816, '0')",0.131,37.282,37.289,6.031,0.017,0.161,0,2,34.923,66.000,5,0.812,0.000,0,4.288,34.836,0.000,0.162,0.000
"(815, 816, '0')",0.116,32.933,36.072,5.103,0.013,0.139,0,1,34.923,66.000,4,0.833,0.000,0,4.462,32.298,0.000,0.141,0.151
"(227, 705, '0')",0.013,21.748,21.353,4.311,0.000,0.307,0,1,66.653,34.400,3,0.042,0.000,0,4.890,19.651,0.000,0.202,0.133
"(305, 705, '0')",0.039,26.098,24.764,4.403,0.002,0.181,0,0,66.653,34.400,4,0.214,0.000,0,4.338,23.075,0.000,0.178,0.000
"(227, 709, '0')",0.052,37.282,36.195,7.691,0.003,0.194,0,0,66.653,34.400,4,0.269,0.000,0,5.096,34.842,0.000,0.213,0.147
"(227, 704, '0')",0.063,31.069,33.632,6.582,0.004,0.184,0,1,66.653,34.400,5,0.342,0.000,0,4.666,30.124,0.000,0.196,0.091
"(738, 704, '0')",0.094,21.748,21.353,4.311,0.009,0.217,0,1,66.653,34.400,4,0.432,0.000,0,4.890,19.651,0.000,0.202,0.105
"(227, 711, '0')",0.079,31.069,33.632,6.582,0.006,0.182,0,1,66.653,34.400,3,0.436,0.000,0,4.666,30.124,0.000,0.196,0.209
"(1285, 1634, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1280, 1633, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.681,36.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1244, 1632, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.191,28.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1243, 1631, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,66.653,34.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(228, 192, '0')",0.013,65.244,67.781,2.233,0.000,0.038,1,0,37.414,16.600,2,0.334,0.000,0,2.117,63.833,0.000,0.033,0.110
"(1239, 1630, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,74.402,34.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1230, 1629, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,66.653,34.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1223, 1628, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,66.653,34.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1220, 1627, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,74.402,34.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1218, 1626, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,115.893,55.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1618, 1198, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,23.611,45.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1197, 1617, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,23.611,45.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1615, 1195, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,20.750,29.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1194, 1614, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,30.543,28.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1482, 1145, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1481, 1100, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1477, 1095, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.694,33.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1476, 1093, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.536,33.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1472, 1092, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,50.641,41.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1471, 1090, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(236, 260, '0')",0.021,65.865,67.270,2.389,0.000,0.038,1,0,30.907,26.700,1,0.548,0.000,0,2.335,65.283,0.000,0.036,0.580
"(1464, 1001, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(237, 143, '0')",0.022,67.108,67.212,2.425,0.000,0.039,0,0,66.653,34.400,1,0.555,0.000,0,1.917,66.545,0.000,0.036,0.057
"(1463, 997, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1459, 996, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1458, 995, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,27.250,25.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(239, 242, '0')",0.023,65.244,66.959,2.558,0.001,0.043,0,0,41.694,33.600,1,0.531,0.000,0,3.592,63.147,0.000,0.038,0.687
"(240, 236, '0')",0.075,34.797,34.104,8.074,0.006,0.273,1,0,30.907,26.700,2,0.276,0.000,0,5.981,31.916,0.000,0.237,0.062
"(517, 236, '0')",0.071,36.040,37.108,6.469,0.005,0.178,0,0,30.907,26.700,0,0.398,0.000,0,5.807,32.784,0.000,0.174,0.157
"(1457, 948, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1456, 927, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.471,28.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(241, 240, '0')",0.009,67.108,67.975,2.587,0.000,0.042,2,0,45.536,33.100,3,0.220,0.000,0,2.451,65.807,0.000,0.038,0.067
"(522, 240, '0')",0.075,34.797,34.104,8.074,0.006,0.273,1,0,45.536,33.100,2,0.276,0.000,0,5.981,31.916,0.000,0.237,0.011
"(1451, 925, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(242, 244, '0')",0.023,65.865,67.801,3.589,0.001,0.071,3,0,41.694,33.600,1,0.326,0.000,0,3.019,64.500,0.000,0.053,0.106
"(243, 261, '0')",0.030,65.244,67.464,3.069,0.001,0.056,1,0,41.694,33.600,1,0.534,0.000,0,2.643,64.603,0.000,0.045,0.547
"(1450, 923, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,21.600,26.000,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1445, 922, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(244, 504, '0')",0.023,65.865,67.801,3.589,0.001,0.071,3,0,41.694,33.600,1,0.326,0.000,0,3.019,64.500,0.000,0.053,0.212
"(244, 245, '0')",0.023,65.865,67.801,3.589,0.001,0.071,3,0,41.694,33.600,1,0.326,0.000,0,3.019,64.500,0.000,0.053,0.253
"(1444, 781, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(246, 243, '0')",0.030,65.244,67.464,3.069,0.001,0.056,1,0,41.694,33.600,1,0.534,0.000,0,2.643,64.603,0.000,0.045,0.030
"(1435, 780, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1434, 776, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.444,41.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(247, 249, '0')",0.053,65.865,66.946,4.660,0.003,0.101,1,0,45.663,29.600,1,0.529,0.000,0,2.828,64.299,0.000,0.070,0.455
"(248, 246, '0')",0.025,67.108,68.047,3.853,0.001,0.077,1,0,41.694,33.600,1,0.328,0.000,0,2.935,65.225,0.000,0.057,0.097
"(501, 246, '0')",0.030,65.244,67.464,3.069,0.001,0.056,1,0,41.694,33.600,1,0.534,0.000,0,2.643,64.603,0.000,0.045,0.102
"(1432, 731, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,14.243,24.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(249, 251, '0')",0.053,65.865,66.946,4.660,0.003,0.101,1,0,45.663,29.600,1,0.529,0.000,0,2.828,64.299,0.000,0.070,0.347
"(1431, 730, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1429, 727, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,29.375,24.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(250, 497, '0')",0.032,67.108,67.490,3.421,0.001,0.063,2,0,45.663,29.600,1,0.512,0.000,0,3.210,64.966,0.000,0.051,0.357
"(251, 464, '0')",0.015,65.244,66.882,3.526,0.000,0.065,1,0,15.738,46.800,2,0.225,0.000,0,2.398,64.202,0.000,0.053,0.177
"(251, 252, '0')",0.032,37.904,40.363,4.223,0.001,0.113,0,0,42.205,21.100,1,0.281,0.000,0,6.926,34.441,0.000,0.105,0.459
"(479, 252, '0')",0.058,37.282,35.574,7.378,0.003,0.204,0,0,15.738,46.800,3,0.283,0.000,0,6.248,35.884,0.000,0.207,0.107
"(1425, 726, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1423, 700, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,23.867,21.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1422, 699, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1420, 679, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.432,39.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(258, 156, '0')",0.012,65.865,67.995,1.942,0.000,0.034,2,0,36.974,29.000,1,0.358,0.000,0,2.210,65.775,0.000,0.029,0.209
"(548, 156, '0')",0.012,65.865,67.995,1.942,0.000,0.034,2,0,36.974,29.000,1,0.358,0.000,0,2.210,65.775,0.000,0.029,0.083
"(1419, 678, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(259, 258, '0')",0.102,19.884,25.392,4.307,0.010,0.207,1,0,36.974,29.000,1,0.495,0.000,0,5.483,19.955,0.000,0.170,0.460
"(1418, 674, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(260, 546, '0')",0.021,65.865,67.270,2.389,0.000,0.038,1,0,30.907,26.700,1,0.548,0.000,0,2.335,65.283,0.000,0.036,0.159
"(261, 241, '0')",0.030,65.244,67.464,3.069,0.001,0.056,1,0,45.536,33.100,1,0.534,0.000,0,2.643,64.603,0.000,0.045,0.177
"(261, 513, '0')",0.030,65.244,67.464,3.069,0.001,0.056,1,0,45.536,33.100,1,0.534,0.000,0,2.643,64.603,0.000,0.045,0.273
"(1417, 661, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1415, 660, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(262, 489, '0')",0.055,65.244,66.318,4.382,0.003,0.084,2,2,42.500,36.500,4,0.653,0.000,0,5.553,62.823,0.000,0.066,0.129
"(263, 466, '0')",0.025,24.855,25.735,3.808,0.001,0.169,0,2,39.750,29.900,4,0.147,0.000,0,2.586,22.971,0.000,0.148,0.418
"(1411, 659, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,17.434,24.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(264, 263, '0')",0.000,60.000,60.000,0.000,0.000,0.000,0,0,17.434,24.500,0,0.167,0.000,0,0.000,60.000,0.000,0.000,0.167
"(1405, 658, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1404, 656, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1403, 655, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(265, 301, '0')",0.048,64.001,64.869,5.631,0.002,0.197,0,0,24.432,39.300,2,0.244,0.000,0,7.122,61.153,0.000,0.087,0.215
"(266, 265, '0')",0.048,64.001,64.869,5.631,0.002,0.197,0,0,24.432,39.300,2,0.244,0.000,0,7.122,61.153,0.000,0.087,0.142
"(300, 265, '0')",0.048,64.001,64.869,5.631,0.002,0.197,0,0,24.432,39.300,2,0.244,0.000,0,7.122,61.153,0.000,0.087,0.152
"(1402, 653, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(267, 212, '0')",0.014,59.030,61.904,3.110,0.000,0.050,0,0,14.243,24.900,3,0.276,0.000,0,3.670,56.584,0.000,0.050,0.141
"(267, 65, '0')",0.014,59.030,61.904,3.110,0.000,0.050,0,0,14.243,24.900,3,0.276,0.000,0,3.670,56.584,0.000,0.050,0.407
"(1395, 651, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.205,21.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(268, 180, '0')",0.004,65.865,67.477,3.243,0.000,0.036,1,0,14.243,24.900,0,0.121,0.000,0,4.010,64.124,0.000,0.048,0.170
"(268, 13, '0')",0.004,65.865,67.477,3.243,0.000,0.036,1,0,14.243,24.900,0,0.121,0.000,0,4.010,64.124,0.000,0.048,0.301
"(1388, 650, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,42.205,21.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1382, 648, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,15.738,46.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(269, 624, '0')",0.019,62.137,64.882,2.173,0.000,0.037,1,0,30.543,28.900,6,0.508,0.000,0,1.767,62.079,0.000,0.033,0.259
"(269, 288, '0')",0.019,62.137,64.882,2.173,0.000,0.037,1,0,30.543,28.900,6,0.508,0.000,0,1.767,62.079,0.000,0.033,0.080
"(270, 342, '0')",0.023,63.380,65.729,2.742,0.001,0.044,0,0,20.750,29.300,7,0.512,0.000,0,3.695,62.338,0.000,0.042,0.503
"(1381, 643, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,15.738,46.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1367, 642, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.663,29.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1366, 630, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.663,29.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1365, 629, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,17.500,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(148, 273, '0')",0.077,55.923,56.506,5.226,0.006,0.095,3,0,44.740,31.700,1,0.815,0.000,0,2.860,54.480,0.000,0.092,0.000
"(273, 274, '0')",0.077,55.923,56.506,5.226,0.006,0.095,3,0,44.740,31.700,1,0.815,0.000,0,2.860,54.480,0.000,0.092,0.258
"(1362, 628, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.694,33.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(274, 275, '0')",0.077,55.923,56.506,5.226,0.006,0.095,3,0,44.740,31.700,1,0.815,0.000,0,2.860,54.480,0.000,0.092,0.262
"(1359, 627, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.694,33.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(275, 276, '0')",0.158,22.991,22.227,4.365,0.025,0.289,1,0,44.740,31.700,0,0.548,0.000,0,6.108,21.463,0.000,0.196,0.606
"(1355, 625, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.563,30.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(276, 277, '0')",0.041,60.273,63.581,4.166,0.002,0.071,1,0,44.740,31.700,1,0.586,0.000,0,1.715,58.707,0.000,0.066,0.579
"(1334, 623, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.694,33.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(277, 278, '0')",0.029,60.894,64.189,3.933,0.001,0.066,0,0,44.740,31.700,2,0.439,0.000,0,1.856,59.690,0.000,0.061,0.411
"(1318, 622, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,66.344,36.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(278, 284, '0')",0.059,45.981,44.745,5.393,0.004,0.151,1,0,41.544,28.300,1,0.394,0.000,0,2.889,45.412,0.000,0.121,0.350
"(1317, 619, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.536,33.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(279, 282, '0')",0.040,62.137,63.697,4.117,0.002,0.070,2,0,41.544,28.300,5,0.568,0.000,0,3.714,60.137,0.000,0.065,0.147
"(1311, 617, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,66.344,36.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(280, 283, '0')",0.040,62.137,63.697,4.117,0.002,0.070,2,0,30.543,28.900,5,0.568,0.000,0,3.714,60.137,0.000,0.065,0.273
"(1309, 616, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,30.907,26.700,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(281, 280, '0')",0.040,62.137,63.697,4.117,0.002,0.070,2,0,30.543,28.900,5,0.568,0.000,0,3.714,60.137,0.000,0.065,0.168
"(281, 649, '0')",0.040,62.137,63.697,4.117,0.002,0.070,2,0,30.543,28.900,5,0.568,0.000,0,3.714,60.137,0.000,0.065,0.099
"(1307, 615, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.536,33.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(282, 281, '0')",0.040,62.137,63.697,4.117,0.002,0.070,2,0,41.544,28.300,5,0.568,0.000,0,3.714,60.137,0.000,0.065,0.116
"(1302, 614, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,45.536,33.100,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
