key,tt_sd,speed_ref_avg,speed_avg,speed_sd,tt_var,tt_cv,incidents,bus_stops,median_inc,median_age,intersections,tt_avg,speed_ref_sd,tt_sd_adj,speed_hist_sd,speed_hist_avg,road_closures,speed_cv,tf
"(511, 1035, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,59.194,59.300,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1036, 1035, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,24.619,31.600,0,0.411,0.000,0,0.000,25.000,0.000,0.000,0.411
"(1035, 1555, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,24.619,31.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(512, 1046, '0')",0.163,27.962,28.156,4.332,0.027,0.151,0,3,33.458,34.400,10,1.082,0.000,0,5.034,26.628,0.000,0.154,0.000
"(1041, 515, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,33.458,34.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1043, 1177, '0')",0.159,27.962,28.674,4.175,0.025,0.149,1,2,23.867,21.300,14,1.061,0.000,0,4.245,27.295,0.000,0.146,0.140
"(1108, 1177, '0')",0.045,26.719,27.774,4.253,0.002,0.174,0,1,14.243,24.900,2,0.261,0.000,0,3.705,24.971,0.000,0.153,0.079
"(1176, 1177, '0')",0.032,27.962,28.208,3.380,0.001,0.124,0,1,21.600,26.000,2,0.255,0.000,0,3.021,27.248,0.000,0.120,0.098
"(1183, 1177, '0')",0.193,27.962,28.124,4.819,0.037,0.177,1,2,21.600,26.000,14,1.091,0.000,0,4.995,27.308,0.000,0.171,0.121
"(1046, 1042, '0')",0.163,27.962,28.156,4.332,0.027,0.151,0,3,16.994,45.200,10,1.082,0.000,0,5.034,26.628,0.000,0.154,0.459
"(1047, 1044, '0')",0.195,26.098,26.214,4.090,0.038,0.166,0,2,23.867,21.300,10,1.176,0.000,0,4.388,24.136,0.000,0.156,0.163
"(1048, 1561, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,41.250,28.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1052, 1560, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,37.414,23.400,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1053, 1559, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,39.750,29.900,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(520, 1055, '0')",0.144,24.233,25.178,3.359,0.021,0.129,0,2,28.261,35.400,7,1.117,0.000,0,3.138,22.136,0.000,0.133,0.000
"(1056, 1055, '0')",0.180,25.476,25.515,5.066,0.033,0.161,0,3,28.261,35.400,7,1.118,0.000,0,4.254,23.405,0.000,0.199,0.600
"(1055, 1558, '0')",0.180,25.476,25.515,5.066,0.033,0.161,0,3,59.194,59.300,7,1.118,0.000,0,4.254,23.405,0.000,0.199,0.000
"(1057, 1059, '0')",0.114,26.719,28.020,3.692,0.013,0.138,0,0,37.414,23.400,5,0.828,0.000,0,3.353,25.457,0.000,0.132,0.402
"(1059, 1061, '0')",0.114,26.719,28.020,3.692,0.013,0.138,0,0,37.414,23.400,5,0.828,0.000,0,3.353,25.457,0.000,0.132,0.269
"(1060, 1058, '0')",0.130,27.962,30.052,4.869,0.017,0.169,0,0,37.414,23.400,5,0.771,0.000,0,3.727,27.043,0.000,0.162,0.434
"(1062, 1083, '0')",0.012,29.204,30.680,4.764,0.000,0.157,0,0,36.042,24.600,4,0.074,0.000,0,4.001,28.460,0.000,0.155,0.126
"(1078, 1083, '0')",0.069,16.156,17.262,5.737,0.005,0.260,0,0,36.042,24.600,4,0.267,0.000,0,5.841,16.826,0.000,0.332,0.126
"(1063, 1068, '0')",0.051,19.263,20.907,4.224,0.003,0.211,0,0,36.042,24.600,4,0.244,0.000,0,2.078,18.175,0.000,0.202,0.163
"(1067, 1068, '0')",0.088,21.127,21.994,2.626,0.008,0.129,0,3,36.042,24.600,7,0.683,0.000,0,3.559,20.891,0.000,0.119,0.257
"(1063, 1080, '0')",0.130,26.719,28.434,6.141,0.017,0.186,0,1,36.042,24.600,13,0.701,0.000,0,3.145,25.819,0.000,0.216,0.527
"(1079, 1080, '0')",0.120,26.719,27.250,5.034,0.014,0.180,0,0,36.042,24.600,8,0.665,0.000,0,3.492,25.515,0.000,0.185,0.261
"(1063, 1073, '0')",0.034,21.127,23.670,3.859,0.001,0.159,0,0,36.042,24.600,4,0.212,0.000,0,3.926,20.074,0.000,0.163,0.128
"(1072, 1073, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,36.042,24.600,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.103
"(1064, 1082, '0')",0.033,27.340,28.713,6.160,0.001,0.197,0,0,36.042,24.600,2,0.168,0.000,0,2.869,26.136,0.000,0.215,0.111
"(521, 1067, '0')",0.088,21.127,21.994,2.626,0.008,0.129,0,3,36.042,24.600,7,0.683,0.000,0,3.559,20.891,0.000,0.119,0.000
"(1068, 1067, '0')",0.105,20.505,21.573,3.465,0.011,0.150,0,3,36.042,24.600,7,0.702,0.000,0,2.352,19.178,0.000,0.161,0.257
"(1066, 675, '0')",0.012,21.748,22.227,3.042,0.000,0.145,0,0,24.432,39.300,2,0.083,0.000,0,2.713,20.471,0.000,0.137,0.071
"(1440, 675, '0')",0.020,26.719,26.434,3.196,0.000,0.135,0,2,24.432,39.300,2,0.146,0.000,0,2.452,25.295,0.000,0.121,0.084
"(1066, 1104, '0')",0.089,22.991,23.852,3.234,0.008,0.140,0,2,37.414,23.400,5,0.638,0.000,0,2.335,21.748,0.000,0.136,0.108
"(1424, 1104, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.213
"(1066, 1106, '0')",0.007,26.719,26.434,3.196,0.000,0.095,0,0,24.432,39.300,2,0.072,0.000,0,2.452,25.295,0.000,0.121,0.075
"(1438, 1106, '0')",0.012,21.748,22.227,3.042,0.000,0.145,0,0,14.243,24.900,2,0.083,0.000,0,2.713,20.471,0.000,0.137,0.035
"(1066, 1105, '0')",0.078,23.612,25.483,3.531,0.006,0.132,0,2,24.432,39.300,5,0.595,0.000,0,3.446,22.311,0.000,0.139,0.082
"(1107, 1105, '0')",0.089,22.991,23.852,3.234,0.008,0.140,0,2,24.432,39.300,5,0.638,0.000,0,2.335,21.748,0.000,0.136,0.220
"(1067, 1568, '0')",0.105,20.505,21.573,3.465,0.011,0.150,0,3,28.261,35.400,7,0.702,0.000,0,2.352,19.178,0.000,0.161,0.000
"(1068, 1063, '0')",0.034,21.127,23.670,3.859,0.001,0.159,0,0,36.042,24.600,4,0.212,0.000,0,3.926,20.074,0.000,0.163,0.163
"(1073, 1063, '0')",0.051,19.263,20.907,4.224,0.003,0.211,0,0,36.042,24.600,4,0.244,0.000,0,2.078,18.175,0.000,0.202,0.128
"(1082, 1063, '0')",0.130,26.719,28.434,6.141,0.017,0.186,0,1,36.042,24.600,13,0.701,0.000,0,3.145,25.819,0.000,0.216,0.111
"(1069, 1427, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.066
"(1071, 1427, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.044
"(1428, 1427, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.102
"(1069, 1426, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.142
"(1424, 1426, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.142
"(1070, 1074, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,36.042,24.600,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.098
"(1072, 1074, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,36.042,24.600,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.095
"(1070, 1071, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.162
"(1427, 1071, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.039
"(1071, 1070, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.163
"(1074, 1070, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,36.042,24.600,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.098
"(1072, 1076, '0')",0.120,26.719,27.250,5.034,0.014,0.180,0,0,36.042,24.600,8,0.665,0.000,0,3.492,25.515,0.000,0.185,0.092
"(1073, 1072, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,36.042,24.600,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.103
"(1074, 1072, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,36.042,24.600,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.095
"(1081, 1072, '0')",0.120,26.719,27.250,5.034,0.014,0.180,0,0,36.042,24.600,8,0.665,0.000,0,3.492,25.515,0.000,0.185,0.093
"(1075, 1077, '0')",0.048,26.719,27.703,4.963,0.002,0.180,0,1,36.042,24.600,4,0.264,0.000,0,3.356,24.751,0.000,0.179,0.071
"(1076, 1075, '0')",0.048,26.719,27.703,4.963,0.002,0.180,0,1,36.042,24.600,4,0.264,0.000,0,3.356,24.751,0.000,0.179,0.158
"(1078, 1079, '0')",0.120,26.719,27.250,5.034,0.014,0.180,0,0,36.042,24.600,8,0.665,0.000,0,3.492,25.515,0.000,0.185,0.245
"(1080, 1079, '0')",0.000,25.000,25.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.261,0.000,0,0.000,25.000,0.000,0.000,0.261
"(780, 1079, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1079, 1081, '0')",0.120,26.719,27.250,5.034,0.014,0.180,0,0,36.042,24.600,8,0.665,0.000,0,3.492,25.515,0.000,0.185,0.365
"(1079, 1575, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,36.042,24.600,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1080, 1433, '0')",0.130,26.719,28.434,6.141,0.017,0.186,0,1,36.042,24.600,13,0.701,0.000,0,3.145,25.819,0.000,0.216,0.072
"(776, 1433, '0')",0.130,26.719,28.434,6.141,0.017,0.186,0,1,24.444,41.300,13,0.701,0.000,0,3.145,25.819,0.000,0.216,0.000
"(1083, 1078, '0')",0.088,14.292,11.761,3.139,0.008,0.230,0,0,36.042,24.600,4,0.384,0.000,0,2.537,10.577,0.000,0.267,0.126
"(1099, 1078, '0')",0.039,26.719,27.250,5.034,0.002,0.181,0,0,36.042,24.600,6,0.215,0.000,0,3.492,25.515,0.000,0.185,0.160
"(1084, 1086, '0')",0.129,13.049,9.897,3.357,0.017,0.296,0,0,36.042,24.600,4,0.436,0.000,0,1.099,7.658,0.000,0.339,0.116
"(1085, 1086, '0')",0.106,19.263,14.745,5.707,0.011,0.348,0,0,36.042,24.600,4,0.305,0.000,0,4.531,12.466,0.000,0.387,0.116
"(1084, 1097, '0')",0.106,19.263,14.745,5.707,0.011,0.348,0,0,36.042,24.600,4,0.305,0.000,0,4.531,12.466,0.000,0.387,0.104
"(1098, 1097, '0')",0.070,16.156,15.664,6.087,0.005,0.435,0,0,36.042,24.600,3,0.161,0.000,0,6.257,13.220,0.000,0.389,0.182
"(1085, 1114, '0')",0.098,24.855,25.826,4.872,0.010,0.165,2,1,36.042,24.600,3,0.593,0.000,0,2.873,23.644,0.000,0.189,0.122
"(1127, 1114, '0')",0.024,21.748,23.004,2.987,0.001,0.137,2,1,36.042,24.600,2,0.173,0.000,0,2.364,20.745,0.000,0.130,0.094
"(1128, 1114, '0')",0.040,16.156,17.340,2.840,0.002,0.171,2,1,24.444,41.300,2,0.232,0.000,0,1.979,15.586,0.000,0.164,0.123
"(1086, 1085, '0')",0.129,13.049,9.897,3.357,0.017,0.296,0,0,36.042,24.600,4,0.436,0.000,0,1.099,7.658,0.000,0.339,0.116
"(1091, 1085, '0')",0.053,25.476,24.725,6.129,0.003,0.217,1,0,36.042,24.600,6,0.246,0.000,0,3.410,24.169,0.000,0.248,0.204
"(1096, 1098, '0')",0.061,37.282,34.266,5.604,0.004,0.180,3,0,36.042,24.600,3,0.336,0.000,0,3.644,36.234,0.000,0.164,0.177
"(523, 1184, '0')",0.114,27.340,27.994,2.983,0.013,0.106,0,4,41.250,28.900,5,1.075,0.000,0,2.827,26.395,0.000,0.107,0.000
"(1176, 1184, '0')",0.123,26.098,27.327,3.119,0.015,0.111,0,4,21.600,26.000,5,1.103,0.000,0,1.706,25.314,0.000,0.114,0.575
"(1103, 1125, '0')",0.022,21.748,22.227,3.042,0.000,0.142,0,2,14.243,24.900,2,0.152,0.000,0,2.713,20.471,0.000,0.137,0.113
"(1439, 1125, '0')",0.026,23.612,23.243,2.971,0.001,0.137,0,0,14.243,24.900,2,0.190,0.000,0,3.091,21.612,0.000,0.128,0.086
"(1103, 1116, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,29.375,24.700,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.157
"(1122, 1116, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,29.375,24.700,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.187
"(1103, 1124, '0')",0.034,18.020,18.673,3.559,0.001,0.187,0,2,14.243,24.900,2,0.185,0.000,0,4.142,16.609,0.000,0.191,0.121
"(1123, 1124, '0')",0.013,21.748,22.227,3.042,0.000,0.148,0,0,25.132,26.400,2,0.087,0.000,0,2.713,20.471,0.000,0.137,0.568
"(1103, 1121, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,14.243,24.900,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.155
"(1120, 1121, '0')",0.127,21.748,23.004,2.987,0.016,0.129,0,2,14.243,24.900,8,0.982,0.000,0,2.364,20.745,0.000,0.130,0.530
"(1104, 1424, '0')",0.270,19.263,20.907,4.224,0.073,0.208,0,5,37.414,23.400,8,1.301,0.000,0,2.078,18.175,0.000,0.202,0.213
"(726, 1424, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.000
"(1426, 1424, '0')",0.176,21.127,23.670,3.859,0.031,0.156,0,5,37.414,23.400,8,1.130,0.000,0,3.926,20.074,0.000,0.163,0.142
"(1106, 1438, '0')",0.007,26.719,26.434,3.196,0.000,0.095,0,0,14.243,24.900,2,0.072,0.000,0,2.452,25.295,0.000,0.121,0.035
"(1437, 1438, '0')",0.020,21.748,22.227,3.042,0.000,0.144,0,0,14.243,24.900,2,0.140,0.000,0,2.713,20.471,0.000,0.137,0.230
"(1109, 1479, '0')",0.121,24.233,23.444,4.212,0.015,0.186,0,1,13.125,28.800,8,0.648,0.000,0,3.772,22.117,0.000,0.180,0.287
"(1478, 1479, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.181
"(1145, 1479, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1109, 1137, '0')",0.033,16.777,18.402,2.963,0.001,0.161,0,1,13.125,28.800,8,0.204,0.000,0,1.848,16.208,0.000,0.161,0.107
"(1136, 1137, '0')",0.023,18.020,19.612,2.342,0.001,0.120,0,1,13.125,28.800,8,0.189,0.000,0,2.232,17.625,0.000,0.119,0.254
"(1110, 1112, '0')",0.117,24.233,23.444,4.212,0.014,0.185,0,1,13.125,28.800,3,0.634,0.000,0,3.772,22.117,0.000,0.180,0.489
"(1110, 1483, '0')",0.121,24.233,23.444,4.212,0.015,0.186,0,1,13.125,28.800,8,0.648,0.000,0,3.772,22.117,0.000,0.180,0.092
"(1111, 1483, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.092
"(1111, 1132, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.245,0.000,0,0.000,30.000,0.000,0.000,0.245
"(530, 1132, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,16.801,22.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1111, 1478, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.307
"(1479, 1478, '0')",0.121,24.233,23.444,4.212,0.015,0.186,0,1,13.125,28.800,8,0.648,0.000,0,3.772,22.117,0.000,0.180,0.181
"(1112, 1113, '0')",0.117,24.233,23.444,4.212,0.014,0.185,0,1,36.042,24.600,3,0.634,0.000,0,3.772,22.117,0.000,0.180,0.103
"(1126, 1113, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,36.042,24.600,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.177
"(1127, 1113, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,36.042,24.600,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.094
"(1113, 1127, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,36.042,24.600,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.094
"(1114, 1127, '0')",0.040,16.156,17.340,2.840,0.002,0.171,2,1,36.042,24.600,2,0.232,0.000,0,1.979,15.586,0.000,0.164,0.094
"(1113, 1126, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,36.042,24.600,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.207
"(1117, 1126, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,36.042,24.600,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.207
"(1114, 1128, '0')",0.024,21.748,23.004,2.987,0.001,0.137,2,1,24.444,41.300,2,0.173,0.000,0,2.364,20.745,0.000,0.130,0.123
"(1129, 1128, '0')",0.113,17.398,17.910,2.368,0.013,0.140,2,2,24.444,41.300,5,0.804,0.000,0,1.693,16.673,0.000,0.132,0.380
"(1114, 1111, '0')",0.098,24.855,25.826,4.872,0.010,0.165,2,1,36.042,24.600,3,0.593,0.000,0,2.873,23.644,0.000,0.189,0.598
"(1132, 1111, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.245
"(1483, 1111, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.092,0.000,0,0.000,30.000,0.000,0.000,0.092
"(525, 1129, '0')",0.113,17.398,17.910,2.368,0.013,0.140,2,2,16.801,22.800,5,0.804,0.000,0,1.693,16.673,0.000,0.132,0.000
"(1128, 1129, '0')",0.080,21.127,20.026,2.322,0.006,0.112,2,2,24.444,41.300,5,0.717,0.000,0,1.726,19.521,0.000,0.116,0.380
"(1116, 1122, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,29.375,24.700,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.187
"(1453, 1122, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,29.375,24.700,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.079
"(1116, 1103, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,29.375,24.700,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.157
"(1121, 1103, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,14.243,24.900,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.155
"(1124, 1103, '0')",0.022,21.748,22.227,3.042,0.000,0.142,0,2,14.243,24.900,2,0.152,0.000,0,2.713,20.471,0.000,0.137,0.121
"(1125, 1103, '0')",0.034,18.020,18.673,3.559,0.001,0.187,0,2,14.243,24.900,2,0.185,0.000,0,4.142,16.609,0.000,0.191,0.113
"(1117, 1454, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,29.375,24.700,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.181
"(1452, 1454, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,29.375,24.700,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.086
"(526, 1185, '0')",0.056,27.962,27.107,3.462,0.003,0.132,0,1,14.707,23.600,7,0.424,0.000,0,3.852,25.925,0.000,0.128,0.000
"(1178, 1185, '0')",0.076,24.233,24.259,2.699,0.006,0.113,0,1,25.851,33.100,7,0.672,0.000,0,2.326,23.135,0.000,0.111,0.598
"(1121, 1120, '0')",0.137,24.233,24.648,3.534,0.019,0.149,0,1,14.243,24.900,8,0.917,0.000,0,2.676,22.589,0.000,0.143,0.530
"(1460, 1120, '0')",0.127,21.748,23.004,2.987,0.016,0.129,0,2,14.243,24.900,8,0.982,0.000,0,2.364,20.745,0.000,0.130,0.241
"(1122, 1453, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,29.375,24.700,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.079
"(1455, 1453, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,29.375,24.700,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.094
"(1123, 1149, '0')",0.084,18.020,18.673,3.559,0.007,0.192,0,0,25.132,26.400,2,0.435,0.000,0,4.142,16.609,0.000,0.191,0.119
"(1171, 1149, '0')",0.050,21.748,22.227,3.042,0.002,0.138,0,0,25.132,26.400,2,0.359,0.000,0,2.713,20.471,0.000,0.137,0.121
"(1125, 1439, '0')",0.028,21.748,22.227,3.042,0.001,0.144,0,0,14.243,24.900,2,0.198,0.000,0,2.713,20.471,0.000,0.137,0.086
"(1436, 1439, '0')",0.041,26.719,26.434,3.196,0.002,0.129,0,2,14.243,24.900,4,0.321,0.000,0,2.452,25.295,0.000,0.121,0.512
"(1126, 1117, '0')",0.133,21.748,21.955,2.449,0.018,0.110,0,2,36.042,24.600,11,1.215,0.000,0,1.806,20.272,0.000,0.112,0.207
"(1454, 1117, '0')",0.151,21.748,23.004,2.987,0.023,0.130,0,2,29.375,24.700,11,1.161,0.000,0,2.364,20.745,0.000,0.130,0.181
"(1129, 1580, '0')",0.080,21.127,20.026,2.322,0.006,0.112,2,2,24.444,41.300,5,0.717,0.000,0,1.726,19.521,0.000,0.116,0.000
"(1132, 1586, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,16.801,22.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1133, 1110, '0')",0.121,24.233,23.444,4.212,0.015,0.186,0,1,13.125,28.800,8,0.648,0.000,0,3.772,22.117,0.000,0.180,0.212
"(1479, 1110, '0')",0.121,24.233,23.444,4.212,0.015,0.186,0,1,13.125,28.800,8,0.648,0.000,0,3.772,22.117,0.000,0.180,0.307
"(1483, 1110, '0')",0.000,30.000,30.000,0.000,0.000,0.000,0,0,13.125,28.800,0,0.092,0.000,0,0.000,30.000,0.000,0.000,0.092
"(1134, 1136, '0')",0.022,18.020,19.612,2.342,0.000,0.116,0,0,24.471,28.000,5,0.191,0.000,0,2.232,17.625,0.000,0.119,0.168
"(1137, 1136, '0')",0.035,16.777,18.402,2.963,0.001,0.165,0,0,13.125,28.800,2,0.211,0.000,0,1.848,16.208,0.000,0.161,0.254
"(1134, 1469, '0')",0.022,18.020,19.612,2.342,0.000,0.116,0,0,24.471,28.000,5,0.191,0.000,0,2.232,17.625,0.000,0.119,0.059
"(1465, 1469, '0')",0.022,18.020,19.612,2.342,0.000,0.116,0,0,50.641,41.800,5,0.191,0.000,0,2.232,17.625,0.000,0.119,0.096
"(1136, 1134, '0')",0.033,16.777,18.402,2.963,0.001,0.160,0,0,24.471,28.000,5,0.206,0.000,0,1.848,16.208,0.000,0.161,0.168
"(1469, 1134, '0')",0.033,16.777,18.402,2.963,0.001,0.160,0,0,24.471,28.000,5,0.206,0.000,0,1.848,16.208,0.000,0.161,0.059
"(1138, 409, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,13.125,28.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.076
"(1139, 409, '0')",0.123,16.777,18.402,2.963,0.015,0.158,0,0,13.125,28.800,7,0.781,0.000,0,1.848,16.208,0.000,0.161,0.148
"(1148, 409, '0')",0.096,24.855,25.826,4.872,0.009,0.163,0,0,13.125,28.800,4,0.587,0.000,0,2.873,23.644,0.000,0.189,0.095
"(1139, 1140, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,16.801,22.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.161
"(1141, 1140, '0')",0.123,16.777,18.402,2.963,0.015,0.158,0,0,16.801,22.800,7,0.781,0.000,0,1.848,16.208,0.000,0.161,0.128
"(1140, 1141, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,16.801,22.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.128
"(533, 1141, '0')",0.000,99999.000,99999.000,0.000,0.000,0.000,0,0,16.801,22.800,0,0.000,0.000,0,0.000,99999.000,0.000,0.000,0.000
"(1141, 1594, '0')",0.086,18.020,19.612,2.342,0.007,0.119,0,0,16.801,22.800,7,0.723,0.000,0,2.232,17.625,0.000,0.119,0.000
"(1143, 1147, '0')",0.065,21.127,21.554,3.264,0.004,0.151,0,1,13.125,28.800,5,0.430,0.000,0,2.504,19.870,0.000,0.151,0.359
"(1147, 535, '0')",0.065,21.127,21.554,3.264,0.004,0.151,0,1,13.125,28.800,5,0.430,0.000,0,2.504,19.870,0.000,0.151,0.000
"(1149, 1171, '0')",0.084,18.020,18.673,3.559,0.007,0.192,0,0,25.132,26.400,2,0.435,0.000,0,4.142,16.609,0.000,0.191,0.121
"(1170, 1171, '0')",0.034,21.748,22.227,3.042,0.001,0.137,0,1,25.132,26.400,1,0.245,0.000,0,2.713,20.471,0.000,0.137,0.121
"(1150, 1467, '0')",0.074,19.263,19.263,3.325,0.005,0.152,0,1,50.641,41.800,5,0.485,0.000,0,3.143,17.314,0.000,0.173,0.124
"(1468, 1467, '0')",0.075,19.263,20.693,3.438,0.006,0.168,0,1,50.641,41.800,5,0.450,0.000,0,4.016,18.143,0.000,0.166,0.065
"(1150, 1156, '0')",0.075,19.263,20.693,3.438,0.006,0.168,0,1,50.641,41.800,5,0.450,0.000,0,4.016,18.143,0.000,0.166,0.265
"(1157, 1156, '0')",0.079,19.263,19.263,3.325,0.006,0.154,1,0,50.641,41.800,7,0.511,0.000,0,3.143,17.314,0.000,0.173,0.133
"(1150, 1609, '0')",0.074,19.263,19.263,3.325,0.005,0.152,0,1,50.641,41.800,5,0.485,0.000,0,3.143,17.314,0.000,0.173,0.000
"(1151, 422, '0')",0.083,19.263,20.693,3.438,0.007,0.171,1,1,24.471,28.000,7,0.487,0.000,0,4.016,18.143,0.000,0.166,0.257
"(1153, 422, '0')",0.059,9.942,10.240,2.983,0.004,0.261,1,0,50.641,41.800,3,0.227,0.000,0,3.331,9.726,0.000,0.291,0.107
"(1154, 422, '0')",0.056,18.020,18.673,3.559,0.003,0.191,0,1,25.132,26.400,4,0.296,0.000,0,4.142,16.609,0.000,0.191,0.063
