link_key,speed_hist_avg,inrix_id,tt_sd,bus_stops,speed_ref_sd,intersections,median_age,speed_avg,tt_avg,road_closures,tt_sd_adj,tt_var,speed_sd,incidents,tt_cv,speed_ref_avg,median_inc,pems_ids,speed_hist_sd,speed_max,speed_cv
"(35, 130, '0')",19.263,1626668854.000,0.037,0,0.000,7,26.700,18.538,0.351,0.000,0,0.001,2.015,9,0.106,19.884,30.907,[],0.000,21.748,0.109
"(35, 91, '0')",15.949,1626736434.000,0.146,0,0.000,2,33.100,11.495,0.722,0.000,0,0.021,2.128,0,0.202,18.020,45.536,[],0.809,16.156,0.185
"(1306, 91, '0')",19.263,429473541.000,0.036,1,0.000,1,26.700,13.515,0.193,0.000,0,0.001,2.543,0,0.188,19.884,30.907,[],0.000,18.020,0.188
"(491, 493, '0')",0.000,,0.000,0,0.000,0,21.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.205,"[601215, 602215]",0.000,0.000,0.000
"(477, 479, '0')",0.000,,0.000,0,0.000,0,46.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,15.738,[],0.000,0.000,0.000
"(36, 498, '0')",13.877,1626664336.000,0.101,0,0.000,1,33.600,16.622,0.581,0.000,0,0.010,2.987,0,0.175,21.748,41.694,"[601414, 602414]",2.125,22.369,0.180
"(36, 26, '0')",17.709,429471483.000,0.127,0,0.000,2,29.600,14.084,0.536,0.000,0,0.016,3.636,0,0.237,21.748,45.663,[],1.463,22.369,0.258
"(36, 40, '0')",16.829,429472910.000,0.258,0,0.000,1,29.600,13.670,0.657,0.000,0,0.067,4.566,0,0.392,21.748,45.663,[],0.771,20.505,0.334
"(495, 40, '0')",17.709,429473162.000,0.167,2,0.000,1,33.600,12.635,0.664,0.000,0,0.028,3.105,1,0.252,21.748,41.694,[],1.463,18.641,0.246
"(483, 484, '0')",0.000,,0.000,0,0.000,0,36.500,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,42.500,[],0.000,0.000,0.000
"(452, 673, '0')",0.000,,0.000,0,0.000,1,24.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,17.434,"[601213, 602213]",0.000,0.000,0.000
"(37, 225, '0')",18.641,1626624727.000,0.332,0,0.000,1,46.800,16.259,1.002,0.000,0,0.110,4.701,0,0.331,21.748,15.738,[],1.758,22.991,0.289
"(1364, 225, '0')",16.829,1626690284.000,0.389,0,0.000,0,46.800,16.466,0.999,0.000,0,0.151,4.202,0,0.389,21.748,15.738,[],0.771,22.369,0.255
"(37, 97, '0')",16.829,429471482.000,0.090,0,0.000,2,29.600,12.635,0.571,0.000,0,0.008,2.024,0,0.157,21.748,45.663,[],0.771,15.534,0.160
"(37, 247, '0')",49.606,1626699254.000,0.037,0,0.000,1,29.600,47.431,0.216,0.000,0,0.001,6.102,0,0.169,52.195,45.663,"[601205, 602205]",7.418,55.302,0.129
"(245, 247, '0')",49.606,1626699254.000,0.037,0,0.000,1,33.600,47.431,0.216,0.000,0,0.001,6.102,5,0.169,52.195,41.694,"[601205, 602205]",7.418,55.302,0.129
"(119, 216, '0')",21.230,1626623043.000,0.032,0,0.000,1,29.000,24.700,0.262,0.000,0,0.001,3.011,0,0.123,29.826,36.974,[],0.242,29.204,0.122
"(46, 216, '0')",65.244,1626766844.000,0.005,0,0.000,0,29.000,70.111,0.224,0.000,0,0.000,1.180,0,0.023,67.108,36.974,[],0.000,73.322,0.017
"(119, 118, '0')",23.612,429471500.000,0.050,0,0.000,2,46.000,16.622,0.185,0.000,0,0.003,4.718,0,0.272,31.690,24.821,[],0.795,26.719,0.284
"(124, 118, '0')",21.800,170685485.000,0.068,0,0.000,2,46.000,21.127,0.385,0.000,0,0.005,3.465,0,0.177,32.933,24.821,[],1.462,26.719,0.164
"(555, 118, '0')",21.489,1626732650.000,0.205,0,0.000,2,46.000,16.415,0.738,0.000,0,0.042,3.871,0,0.278,26.719,24.821,[],2.435,21.748,0.236
"(24, 446, '0')",0.000,,0.000,0,0.000,1,39.300,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,24.432,[],0.000,0.000,0.000
"(38, 39, '0')",0.000,,0.000,0,0.000,0,29.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.750,"[601411, 602411]",0.000,0.000,0.000
"(424, 381, '0')",0.000,,0.000,0,0.000,0,29.500,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,20.893,[],0.000,0.000,0.000
"(618, 620, '0')",59.859,1626654364.000,0.011,0,0.000,0,28.900,62.966,0.473,0.000,0,0.000,1.861,0,0.024,60.273,30.543,[601522],0.612,67.108,0.030
"(417, 419, '0')",36.298,1626677765.000,0.040,0,0.000,0,41.800,37.179,0.293,0.000,0,0.002,5.947,1,0.137,39.146,50.641,[],2.932,52.195,0.160
"(39, 444, '0')",30.447,1626663314.000,0.108,0,0.000,1,29.900,25.942,0.506,0.000,0,0.012,5.213,0,0.214,32.933,39.750,"[601411, 602411]",3.212,33.554,0.201
"(447, 444, '0')",14.447,1626742922.000,0.261,0,0.000,2,29.900,12.635,1.015,0.000,0,0.068,4.209,0,0.257,21.127,39.750,[],0.281,22.369,0.333
"(448, 444, '0')",18.227,1626715304.000,0.164,0,0.000,1,29.900,13.049,0.621,0.000,0,0.027,3.168,0,0.265,19.884,39.750,[],1.252,18.020,0.243
"(40, 36, '0')",17.709,429473162.000,0.167,0,0.000,1,29.600,12.635,0.664,0.000,0,0.028,3.105,0,0.252,21.748,45.663,[],1.463,18.641,0.246
"(497, 36, '0')",42.098,429471481.000,0.025,0,0.000,1,29.600,42.098,0.131,0.000,0,0.001,8.115,27,0.194,44.117,45.663,[],8.115,55.302,0.193
"(97, 36, '0')",16.829,429471482.000,0.090,0,0.000,3,29.600,12.635,0.571,0.000,0,0.008,2.024,0,0.157,21.748,45.663,[],0.771,15.534,0.160
"(40, 495, '0')",16.829,429472910.000,0.258,2,0.000,1,33.600,13.670,0.657,0.000,0,0.067,4.566,1,0.392,21.748,41.694,[],0.771,20.505,0.334
"(224, 495, '0')",17.709,449891986.000,0.215,1,0.000,2,33.600,23.560,0.693,0.000,0,0.046,6.679,1,0.309,21.748,41.694,[],1.463,37.282,0.283
"(909, 495, '0')",22.628,441679037.000,0.188,0,0.000,2,33.600,16.673,0.383,0.000,0,0.035,5.755,1,0.489,27.962,41.694,[],1.462,23.612,0.345
"(939, 495, '0')",20.350,441679035.000,0.157,1,0.000,1,33.600,19.470,0.438,0.000,0,0.025,6.694,1,0.358,26.098,41.694,[],1.246,31.069,0.344
"(657, 652, '0')",0.000,,0.000,0,0.000,2,28.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.543,[],0.000,0.000,0.000
"(392, 393, '0')",15.586,1626677727.000,0.134,0,0.000,0,29.500,16.259,0.567,0.000,0,0.018,3.829,0,0.236,21.127,20.893,[],3.335,22.369,0.235
"(21, 187, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(624, 621, '0')",60.273,1626666257.000,0.023,0,0.000,3,28.900,67.471,0.600,0.000,0,0.001,2.478,1,0.038,60.273,30.543,[602522],0.000,70.215,0.037
"(288, 133, '0')",60.273,1626666257.000,0.023,0,0.000,2,28.900,67.471,0.600,0.000,0,0.001,2.478,4,0.038,60.273,30.543,[602522],0.000,70.215,0.037
"(43, 179, '0')",61.516,1626662740.000,0.007,0,0.000,0,26.000,65.140,0.270,0.000,0,0.000,1.813,7,0.027,62.137,21.600,[],0.649,69.594,0.028
"(320, 179, '0')",61.516,1626662740.000,0.007,0,0.000,0,26.000,65.140,0.270,0.000,0,0.000,1.813,7,0.027,62.137,21.600,[],0.649,69.594,0.028
"(649, 654, '0')",60.687,1626667002.000,0.019,0,0.000,3,28.900,67.988,0.649,0.000,0,0.000,1.706,2,0.030,60.894,30.543,[],0.552,70.215,0.025
"(44, 177, '0')",60.532,1626611792.000,0.010,0,0.000,1,28.300,60.532,0.138,0.000,0,0.000,1.706,6,0.074,60.894,23.075,[603108],1.706,64.001,0.028
"(654, 603, '0')",57.373,1626678910.000,0.020,0,0.000,1,28.900,59.445,0.474,0.000,0,0.000,2.614,0,0.043,57.166,30.543,[],0.306,63.380,0.044
"(601, 603, '0')",57.373,1626678910.000,0.020,0,0.000,1,28.900,59.445,0.474,0.000,0,0.000,2.614,1,0.043,57.166,30.543,[],0.306,63.380,0.044
"(45, 214, '0')",60.428,1626686767.000,0.013,0,0.000,0,29.000,65.865,0.534,0.000,0,0.000,1.185,0,0.025,65.244,36.974,"[601216, 602216]",0.281,68.351,0.018
"(295, 299, '0')",0.000,,0.000,0,0.000,2,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(47, 150, '0')",60.584,1626615805.000,0.017,0,0.000,1,28.700,64.882,0.767,0.000,0,0.000,1.388,0,0.022,62.137,39.191,[602542],0.562,66.487,0.021
"(312, 320, '0')",0.000,,0.000,0,0.000,3,39.300,0.000,0.000,0.000,0,0.000,0.000,2,0.000,0.000,24.432,[],0.000,0.000,0.000
"(324, 307, '0')",0.000,,0.000,0,0.000,1,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(49, 146, '0')",62.551,1626766899.000,0.014,0,0.000,1,28.700,66.953,0.653,0.000,0,0.000,1.096,0,0.022,65.244,39.191,[614163],0.306,68.972,0.016
"(326, 328, '0')",0.000,,0.000,0,0.000,0,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(208, 68, '0')",0.000,,0.000,0,0.000,0,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(1, 68, '0')",0.000,,0.000,0,0.000,0,24.900,0.000,0.000,0.000,0,0.000,0.000,2,0.000,0.000,14.243,[],0.000,0.000,0.000
"(50, 219, '0')",60.584,1626615805.000,0.017,0,0.000,1,28.700,64.882,0.767,0.000,0,0.000,1.388,0,0.022,62.137,39.191,[],0.562,66.487,0.021
"(68, 303, '0')",59.755,1626662822.000,0.006,0,0.000,2,24.900,60.118,0.148,0.000,0,0.000,1.274,0,0.039,60.273,14.243,"[601529, 602259]",0.640,62.758,0.021
"(77, 303, '0')",64.001,1626749030.000,0.011,0,0.000,2,24.900,70.319,0.722,0.000,0,0.000,1.020,1,0.015,65.865,14.243,[602529],0.000,72.079,0.015
"(51, 64, '0')",56.648,1626615958.000,0.009,0,0.000,1,34.400,58.150,0.185,0.000,0,0.000,2.008,1,0.049,57.788,66.653,"[601217, 601219]",0.787,60.894,0.035
"(147, 64, '0')",42.875,399809615.000,0.032,0,0.000,0,34.400,39.302,0.363,0.000,0,0.001,3.257,0,0.088,39.768,66.653,"[601217, 601219]",0.918,44.739,0.083
"(52, 12, '0')",64.001,1626749030.000,0.011,0,0.000,7,39.300,70.319,0.722,0.000,0,0.000,1.020,0,0.015,65.865,24.432,[],0.000,72.079,0.015
"(65, 293, '0')",46.706,1626662499.000,0.048,0,0.000,2,24.900,47.897,0.495,0.000,0,0.002,4.736,1,0.096,49.088,14.243,[],2.687,56.545,0.099
"(13, 2, '0')",0.000,,0.000,0,0.000,0,24.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,14.243,[],0.000,0.000,0.000
"(1089, 1088, '0')",0.000,,0.000,0,0.000,1,41.300,0.000,0.000,0.000,0,0.000,0.000,1,0.000,0.000,24.444,[],0.000,0.000,0.000
"(1062, 1088, '0')",28.117,1626762898.000,0.060,0,0.000,4,41.300,32.984,0.360,0.000,0,0.004,6.498,0,0.165,36.040,24.444,[],3.776,50.331,0.197
"(640, 1089, '0')",60.843,1626637430.000,0.009,0,0.000,3,41.300,67.005,0.235,0.000,0,0.000,1.870,0,0.038,62.137,24.444,[],1.138,68.972,0.028
"(640, 638, '0')",60.843,1626637430.000,0.009,0,0.000,3,41.300,67.005,0.235,0.000,0,0.000,1.870,3,0.038,62.137,24.444,[],1.138,68.972,0.028
"(1088, 1094, '0')",28.117,1626762898.000,0.060,0,0.000,1,41.300,32.984,0.360,0.000,0,0.004,6.498,0,0.165,36.040,24.444,[],3.776,50.331,0.197
"(1088, 1091, '0')",20.971,1626654121.000,0.028,0,0.000,3,41.300,20.246,0.165,0.000,0,0.001,3.304,0,0.168,26.719,24.444,[],2.088,24.855,0.163
"(1062, 1091, '0')",21.541,1626746520.000,0.053,0,0.000,5,24.600,17.347,0.158,0.000,0,0.003,5.673,0,0.334,24.855,36.042,[],1.784,29.204,0.327
"(1088, 1062, '0')",34.279,1626658222.000,0.167,0,0.000,4,41.300,8.130,0.354,0.000,0,0.028,5.161,0,0.471,26.719,24.444,[],2.382,19.263,0.635
"(1083, 1062, '0')",15.275,1626769047.000,0.038,0,0.000,0,24.600,15.275,0.284,0.000,0,0.001,2.302,0,0.135,14.913,36.042,[],2.302,19.263,0.151
"(1433, 1062, '0')",21.541,1626736121.000,0.280,0,0.000,0,24.600,20.712,0.992,0.000,0,0.078,5.380,0,0.282,24.855,36.042,[],1.784,30.447,0.260
"(1097, 1101, '0')",28.272,1626657602.000,0.049,0,0.000,0,24.600,32.467,0.372,0.000,0,0.002,4.207,2,0.132,34.175,36.042,[],4.075,39.768,0.130
"(1097, 1099, '0')",28.997,1626693696.000,0.021,0,0.000,2,24.600,28.635,0.109,0.000,0,0.000,5.051,0,0.193,31.690,36.042,[],3.478,36.661,0.176
"(1084, 1099, '0')",19.677,429471381.000,0.040,0,0.000,6,24.600,16.622,0.158,0.000,0,0.002,4.395,0,0.257,21.748,36.042,[],0.306,26.098,0.264
"(1097, 1084, '0')",13.826,1626657517.000,0.079,0,0.000,3,24.600,11.702,0.207,0.000,0,0.006,3.801,0,0.382,18.020,36.042,[],4.688,18.020,0.325
"(1086, 1084, '0')",12.635,429467545.000,0.110,0,0.000,3,24.600,10.615,0.397,0.000,0,0.012,2.682,0,0.277,13.049,36.042,[],2.206,14.292,0.253
"(1113, 1084, '0')",19.677,1626701322.000,0.114,0,0.000,4,24.600,12.169,0.264,0.000,0,0.013,5.235,0,0.431,21.748,36.042,[],0.306,19.884,0.430
"(55, 0, '0')",14.395,1626615977.000,0.217,0,0.000,1,31.100,11.910,0.830,0.000,0,0.047,2.661,0,0.262,19.884,93.828,[],0.242,14.913,0.223
"(55, 62, '0')",16.466,1626747669.000,0.042,0,0.000,5,34.400,16.673,0.292,0.000,0,0.002,2.397,0,0.143,24.233,66.653,[],1.170,20.505,0.144
"(606, 59, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(883, 59, '0')",0.000,400073221.000,0.000,0,0.000,0,26.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.907,[],0.000,0.000,0.000
"(56, 70, '0')",0.000,,0.000,0,0.000,1,31.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,93.828,"[601217, 601219]",0.000,0.000,0.000
"(59, 1501, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(59, 883, '0')",0.000,400032605.000,0.000,0,0.000,0,26.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.907,[],0.000,0.000,0.000
"(60, 883, '0')",0.000,,0.000,0,0.000,0,26.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.907,[],0.000,0.000,0.000
"(841, 883, '0')",0.000,400073221.000,0.000,0,0.000,0,26.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.907,[],0.000,0.000,0.000
"(1284, 883, '0')",0.000,400032605.000,0.000,0,0.000,0,26.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,30.907,[],0.000,0.000,0.000
"(784, 777, '0')",0.000,170305902.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(787, 777, '0')",0.000,170305901.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(784, 785, '0')",0.000,,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(366, 785, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(784, 786, '0')",0.000,170237051.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(364, 786, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(784, 775, '0')",0.000,169304490.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(755, 775, '0')",0.000,170456983.000,0.000,2,0.000,2,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(1553, 1728, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(777, 784, '0')",0.000,170393175.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(785, 784, '0')",0.000,,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(786, 784, '0')",0.000,,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(775, 784, '0')",0.000,170456983.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(777, 787, '0')",0.000,170305902.000,0.000,0,0.000,0,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(770, 787, '0')",0.000,170550395.000,0.000,0,0.000,1,28.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,39.191,[],0.000,0.000,0.000
"(785, 1330, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(786, 1323, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1232, 20, '0')",21.282,449891945.000,0.239,0,0.000,1,66.000,22.835,1.319,0.000,0,0.057,4.257,0,0.181,26.098,34.923,[],1.780,28.583,0.186
"(563, 20, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1232, 1231, '0')",21.282,449891945.000,0.239,0,0.000,1,29.000,22.835,1.319,0.000,0,0.057,4.257,0,0.181,26.098,36.974,[],1.780,28.583,0.186
"(20, 1232, '0')",0.000,,0.000,0,0.000,1,66.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,34.923,[],0.000,0.000,0.000
"(1228, 1232, '0')",16.673,449891944.000,0.234,0,0.000,1,29.000,21.230,1.407,0.000,0,0.055,3.019,0,0.166,26.098,36.974,[],0.519,26.098,0.142
"(1233, 1232, '0')",21.282,449891945.000,0.239,0,0.000,1,29.000,22.835,1.319,0.000,0,0.057,4.257,0,0.181,26.098,36.974,[],1.780,28.583,0.186
"(20, 1392, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(564, 31, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1227, 31, '0')",0.000,,0.000,0,0.000,0,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(31, 1393, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(31, 1227, '0')",0.000,,0.000,0,0.000,0,29.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,36.974,[],0.000,0.000,0.000
"(1237, 1227, '0')",16.673,449891944.000,0.234,0,0.000,0,29.000,21.230,1.407,0.000,0,0.055,3.019,0,0.166,26.098,36.974,[],0.519,26.098,0.142
"(1557, 1732, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(183, 330, '0')",16.104,1626678434.000,0.161,0,0.000,0,36.700,14.861,0.483,0.000,0,0.026,5.826,14,0.334,22.369,21.114,[601348],0.619,25.476,0.392
"(183, 676, '0')",63.380,1626662686.000,0.010,0,0.000,0,22.400,68.195,0.298,0.000,0,0.000,1.301,1,0.035,65.244,20.153,[601348],0.649,70.215,0.019
"(497, 248, '0')",42.098,429471481.000,0.025,0,0.000,0,29.600,42.098,0.131,0.000,0,0.001,8.115,28,0.194,44.117,45.663,[],8.115,55.302,0.193
"(1227, 1228, '0')",16.673,449891944.000,0.234,0,0.000,0,29.000,21.230,1.407,0.000,0,0.055,3.019,0,0.166,26.098,36.974,[],0.519,26.098,0.142
"(64, 75, '0')",60.584,1626615805.000,0.017,0,0.000,1,34.400,64.882,0.767,0.000,0,0.000,1.388,7,0.022,62.137,66.653,[],0.562,66.487,0.021
"(333, 332, '0')",0.000,,0.000,0,0.000,1,36.700,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,21.114,[602348],0.000,0.000,0.000
"(169, 332, '0')",61.412,1626733647.000,0.000,0,0.000,1,28.300,63.794,0.230,0.000,0,0.000,1.224,2,0.000,62.137,23.075,[602348],0.640,65.244,0.019
"(66, 818, '0')",25.373,449891959.000,0.076,0,0.000,3,28.700,27.962,0.654,0.000,0,0.006,3.201,0,0.117,27.962,39.191,[],0.640,32.933,0.114
"(323, 818, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(66, 206, '0')",26.615,449872520.000,0.282,0,0.000,1,28.700,17.036,1.118,0.000,0,0.080,3.798,0,0.252,24.855,39.191,[],2.117,21.748,0.223
"(569, 206, '0')",16.570,449891953.000,0.287,1,0.000,1,28.700,16.984,1.442,0.000,0,0.083,3.281,0,0.199,22.991,39.191,[],0.306,21.748,0.193
"(744, 206, '0')",21.644,449897465.000,0.171,0,0.000,1,31.100,14.240,0.790,0.000,0,0.029,3.140,0,0.217,26.719,93.828,[],0.242,19.884,0.221
"(1621, 206, '0')",10.926,1626705443.000,0.047,0,0.000,2,31.100,13.515,0.073,0.000,0,0.002,9.274,0,0.646,16.777,93.828,[],1.007,39.146,0.686
"(1552, 1727, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1551, 1726, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1550, 1725, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(1549, 1724, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(920, 924, '0')",0.000,,0.000,0,0.000,0,27.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.066,[],0.000,0.000,0.000
"(903, 924, '0')",0.000,,0.000,0,0.000,1,27.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.066,[],0.000,0.000,0.000
"(920, 1522, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(924, 920, '0')",0.000,,0.000,0,0.000,0,27.800,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,42.066,[],0.000,0.000,0.000
"(480, 920, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(924, 903, '0')",19.780,441679083.000,0.114,0,0.000,1,27.800,21.696,0.383,0.000,0,0.013,5.229,0,0.298,24.233,42.066,[],2.352,27.962,0.241
"(905, 903, '0')",18.382,441679082.000,0.088,1,0.000,2,27.800,22.887,0.365,0.000,0,0.008,6.473,0,0.242,22.991,42.066,[],1.578,36.661,0.283
"(906, 903, '0')",19.780,441679080.000,0.071,0,0.000,1,27.800,22.887,0.393,0.000,0,0.005,3.919,0,0.180,24.233,42.066,[],2.352,28.583,0.171
"(921, 903, '0')",0.000,,0.000,0,0.000,1,33.100,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,45.536,[],0.000,0.000,0.000
"(69, 181, '0')",56.648,1626640522.000,0.025,0,0.000,0,31.700,66.694,0.528,0.000,0,0.001,3.417,0,0.048,59.030,44.740,[],0.787,74.565,0.051
"(827, 54, '0')",0.000,,0.000,0,0.000,1,50.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,61.250,[],0.000,0.000,0.000
"(573, 54, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(827, 58, '0')",0.000,,0.000,0,0.000,1,50.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,61.250,[],0.000,0.000,0.000
"(572, 58, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(827, 825, '0')",17.347,441679114.000,0.105,0,0.000,0,50.900,25.166,0.621,0.000,0,0.011,3.853,0,0.168,26.719,61.250,[],1.806,29.826,0.153
"(827, 828, '0')",19.211,441679115.000,0.070,1,0.000,0,50.900,25.476,0.342,0.000,0,0.005,4.936,0,0.205,26.098,61.250,[],0.619,32.311,0.194
"(54, 827, '0')",0.000,,0.000,0,0.000,1,50.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,61.250,[],0.000,0.000,0.000
"(58, 827, '0')",0.000,,0.000,0,0.000,1,50.900,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,61.250,[],0.000,0.000,0.000
"(1255, 827, '0')",17.347,441461258.000,0.037,1,0.000,0,50.900,31.069,0.273,0.000,0,0.001,3.709,0,0.136,26.719,61.250,[],1.806,36.661,0.119
"(1256, 827, '0')",19.211,441679113.000,0.056,0,0.000,0,50.900,28.687,0.534,0.000,0,0.003,2.948,0,0.106,26.098,61.250,[],0.619,34.175,0.103
"(54, 1396, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
"(58, 1394, '0')",0.000,0.000,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
